攻玉,凝陇,http://www.jjwxc.net/onebook.php?novelid=3167385,原创-言情-架空历史-奇幻,女主,正剧,更新中,完结,1163777字,"['【替换修改稿。】【全文+番外完。】', '【提示：架空唐朝玄幻文，非纯古言。】', '【大结局章增补一万五千字，盗文网大量内容缺失，看正版。】', '架空唐朝捉妖文。', '""他山之石，可以攻玉。""', '对于嚣张惯了的成王世子蔺承佑而言，滕玉意就是他“攻”不下的那块玉。', '天之骄子作死追妻路。']",灵异神怪 宫廷侯爵 情有独钟 欢喜冤家,主角：滕玉意，蔺承佑 ┃ 配角： ┃ 其它：,天之骄子作死追妻路。
造作时光,月下蝶影,http://www.jjwxc.net/onebook.php?novelid=4053431,原创-言情-架空历史-爱情,女主,轻松,原创言情,完结,613289字,"['花家世代忠良，无论男女，皆以守卫家国为重。君臣相和、嬉笑怒骂，皆因心中有情义。', '天凉了，被陛下偏宠的太子倒台了吗？', '没有。', '天热了，忠勇侯府被鸟尽弓藏了吗？', '没有。', '本文连载中，有幸受到专家的指导，非常感谢、感恩，虚心积极接受专家的指导意见，修改文中错别字，认真修改文中不足之处 ，倡导积极正能量，并在以后的创作中，继续学习、进步。', '——月下蝶影', '【晋江文学携手作者祝亲爱的读者朋友们：春节假期，平安康乐！同时温馨提醒大家勤洗手 戴口罩 多通风 少聚集】', '本文将于3月31日入V，感谢小天使们的支持，祝大家阅读愉快。', '新文《皇城有宝珠》，欢迎大家收看（皇城有三宝：我√我老公√我婆婆√）']",宫廷侯爵 欢喜冤家 天作之合 甜文,主角：花琉璃 ┃ 配角： ┃ 其它：,反正有大把时光
重回九零,怀愫,http://www.jjwxc.net/onebook.php?novelid=4889825,原创-言情-近代现代-剧情,女主,轻松,码字中,完结,1086428字,"['【年代日常文】', '林文珺躺在手术台上', '回想自己一辈子过得也算好', '丈夫九十年代就发家致富，没养小三没出轨', '三个儿女也算孝顺', '她没吃过大苦没遭过大罪', '怎么偏偏就是不满足呢？是丈夫跟自己渐行渐远？是三个子女埋怨她一碗水端不平？还是娘家亲戚个个吸血但没人记得她的好？', '要是能重来一回，她肯定不会当个家庭主妇，不会再对白眼狼家人忍气吞声，更不会把二女儿抱养出去……', '她也不会……再嫁给丈夫', '眼睛一睁，林文珺回到她三十二岁那年，肚里已经怀了二胎', '阅读提示：1、年代文日常文，非穿书，时间线1995——2020', '2、40%防盗订阅率，72小时']",年代文 时代新风,主角：林文珺 ┃ 配角： ┃ 其它：,不当主妇，发家致富！
所有人都知道我是好男人[快穿],糖中猫,http://www.jjwxc.net/onebook.php?novelid=4364236,原创-言情-近代现代-爱情,男主,轻松,那快乐的男主向之 长泽,完结,3737127字,"['纪长泽的任务是守护会被各种极品渣男毁掉一生的人。', '然后，他穿成了这些极品渣男。', '——八零年代里的受宠极品小儿子', '——脑子聪明不停压榨父母的巨婴', '——高学历却偏要吃软饭的凤凰男', '——嫌弃父母拖累不认父母的不孝儿', '纪长泽穿过来后：', '不上进懒惰心肝小儿子竟然成了当地首富。', '巨婴原来是将所有精力都放在了研究上。', '软饭凤凰男在妻子娘家遇到破产危机时力挽狂澜。', '不孝儿衣锦还乡为父母遍寻名医。', '剩余世界待定，依旧轻松苏爽文。', '=====', '安利自己的同类型完结男主向快穿文，戳进专栏可见哦：', '《渣男洗白手册[快穿]》', '《好男人操作指南[快穿]》', '《男配逆袭手册[快穿]》', '安利cp基友文文~', '《今天也在为做个好人努力[快穿]》作者：十月豆瓜', '《穿书后所有讨厌我的人都来为我洗白》作者：梦.千航', '声明:我的作品独家发布平台为晋江，其他任何平台的标注我笔名的作品非我创作且与我无关，请大家认准正版平台。']",系统 甜文 快穿 爽文,主角：纪长泽 ┃ 配角：很多 ┃ 其它：苏爽打脸虐渣,我坏我渣但我是个好男人
以后少来我家玩,栖见,http://www.jjwxc.net/onebook.php?novelid=1590059,原创-言情-近代现代-爱情,女主,轻松,完结了好开心之 撸啊撸,完结,230529字,"['【出版改名为《喜欢不喜欢》，淘宝等平台均已上市ww微博@栖见吗】', '1.', '喻言失恋了，她觉得她被绿了。', '小三有两个，一个是个叫英雄联盟的游戏，另一个是个叫江御景的，打这个游戏的男人。', '分手以后，喻言擦干眼泪，开电脑开始下载英雄联盟。', '她要看看，这破他妈游戏到底有什么好玩的。', '——半个月后，喻言：LOL真好玩。', '2.', '世界第一ad江御景大大在退役赛上说的最后一句话是：“等我赢了这场就回去给你打辅助。”', '于是电竞圈沸腾了，所有人都在猜测，这位让王者adc心甘情愿给她做辅助的人到底是谁。', '女主志向：上王者。', '男主：一个王者：）', '手把手教你如！何！上！王！者！', '恩，就是这么一个简单又励志的故事。', '味蕾轰炸西点师X颜值担当电竞选手', '《拿盲僧打ad就问你怕没》《大声告诉我这个大空的帅不帅》《脸抗塔就是一个莽根本没在虚的》《躲在小兵后面你算什么男人》《虽然你青铜水平补刀四次空大闪现撞墙脸抗塔，但我还是愿意给你做辅助》《如果这都不算爱》']",都市情缘 竞技,主角：喻言，江御景 ┃ 配角： ┃ 其它：LOL,教你如何上王者：）
科学占星，唯物算命,江月年年,http://www.jjwxc.net/onebook.php?novelid=5463793,原创-言情-近代现代-剧情,女主,轻松,偶尔看看会有点小感动的旧物,完结,568893字,"['【全文完结，微博@江月年年黏黏】', '贺家流落在外的继承人归来，众人皆等着看千金复仇记，或者豪门狗血言情剧，却不想找回来的楚千黎天天都在玩牌、摇骰子、传播封建迷信（？）。', '※', '楚千黎穿成女强文的小白花女配，她既不想为豪门利益撕逼，也不愿掺和男女主感情，只想老老实实搞占星，没事再研究马列主义。', '原男主：“你要跟我争家产么？”', '楚千黎：“不，你工作，我分红，我进公司我是狗。”', '原女主：“宝贝儿，男人能有什么好，性别不要卡太死。”', '楚千黎：“……姐姐好辣我好怕，无奈性向吃不下。”', '※', '世人皆知贺家女不姓贺，她从不打点公司事务，却擅长占星塔罗之术，通晓命理，直断未来，从未有失手时刻！', '“老贺，我遇到大麻烦，求令嫒帮我算算啊！”', '“真不好意思，她刚读大学，最近不在家。”', '“……啊？读什么专业？”', '“马克思主义哲学。”', '“？？？”', '※', '楚千黎：虽然我精通命理学，但我是坚定的马克思主义信徒，绝不是算命的。', '【沙雕爽文，文案存档于2021年2月15日。】', '【友情提示】', '如果阅读过程中评论区产生意见分歧，可以直接批评作者，不要批评其他读者。', '各位是花钱大佬，说话都硬气一点，跟作者持相同观点者绝不是无脑粉，跟作者持不同观点者也不是无脑黑。', '隔壁预收坑《我想在妖局上班摸鱼》', '楚稚水在大城市奋斗三年，终于带着存款顺利上岸，却发现新单位里只有她一个人类？', '楚稚水：现在连妖怪都寻求稳定找铁饭碗？', '※', '办公室内，楚稚水逐渐适应妖局工作，尽管她在单位做得兢兢业业，也逃不过小地方的八卦及人情世故，遭遇红娘处长的热心关照。', '妖怪处长：“小楚啊，你工作那么优秀，怎么不考虑成家立业？我给你介绍对象吧，你有没有什么要求？”', '楚稚水心中默念单身大法好，但她也不愿出言扫兴，索性故意刁难：“我找对象要求也不高，只要长得好看，孝顺我父母，能够做家务，还挣钱养家……”', '妖怪处长极为爽快：“好，我给你找！”', '楚稚水将心一横，咬咬牙道：“……还得会生孩子！”', '正当她认为处长会知难而退，岂料对方恍然大悟：“你办公室里那个就会生啊！你就直说看上他呗！”', '楚稚水：？？？', '楚稚水：草（一种植物）', '※', '楚稚水：我想在妖局上班摸鱼，后来发现是想想而已。', '【新文案存档于2020.8.12】']",穿书 爽文,主角：女主 ┃ 配角：男主 ┃ 其它：,我用星星科学算命
办公室隐婚,轻黯,http://www.jjwxc.net/onebook.php?novelid=2568822,原创-言情-近代现代-爱情,女主,正剧,现实向之 先婚后爱,完结,622457字,"['全本订的旁友烦请打个分分，接档文《小浓情》，进专栏收了它~', '涂筱柠从小算过命，先生说她五行属火，克金，到金融行业会生财，且命中有贵人相助。可她进了银行三年财没来散的倒挺快，她就没信，直到遇见纪昱恒，诶？好像真的有贵人？', '第一次，贵人问她：“你是不是忘了什么？”', '第二次，贵人又问：“谢谢就完了？”', '第N次，涂筱柠说：“贵人，我无以为报只能以身相许了。”', '初中你是学霸校草我是无名学渣，再遇后我们关系很复杂——', '纪昱恒：“以后中午不要随便过来。”', '涂筱柠：“干嘛？怕说你潜规则啊？”', '纪昱恒扯回领带，“再乱动就请你出去。”', '“领导……”', '“你就站那儿，别靠近。”', '“领导～”', '“好好说话。”', '“哦，那老公，刚刚的口红好吃吗？”', '一句话文案：山海浮沉，泯然众生，我乃一介无名之辈，却此生有幸你是良人。', '学渣&职场小白vs校草&社会精英', '职场夫妻+先婚后爱，很甜且欢乐，不甜就来砍我！', 'ps：', '1.此文原名《良人》，又名《职场夫妻》、《两社畜的爱恋》、《隐婚二三事》、《营销狗的逆袭》，已全文存稿，会日更至完结，可放心入坑～', '2.金融职场行业文，欢乐甜宠向，职场中案例涉及专业性名词会在作者有话注解。', 'word 围脖：轻黯_QINGAN', '************', '接档新文《小浓情》，进专栏可预收～', '那三年市一中都盛传一句话：一中一哥王骁歧，千年老二许意浓。', '高三下晚自习，许意浓独自做值日生闷头扫地，直起身才发现“一哥”正倚靠在教室门框看她。', '许意浓：“看什么看？少显摆。”', '王骁歧笑得邪气，“我可什么都没干。”', '她继续扫地，语气不善，“脚让！”', '王骁歧便让，“考都考过你了，那我吃点亏请你吃饭？”', '许意浓关注点有点偏，“你吃亏？”', '“那就你吃亏，高考后收我做你男朋友好了。”', '“……”', 'N年后，再见面她是甲方他是乙方。', '某天手底的人都在讨论甲方那女BOM工程师组长身材前凸后翘好的很，王骁歧接完座机把话筒一扣，“今晚所有人通宵加班。”', '大家一愣：“啊？”', '王骁歧依旧高冷：“数据不修复好，天天通宵。”', '大家哭了：“老大，不要啊！”', '后来王骁歧把许意浓堵在茶水间。', '“许总，你们女员工的衬衫就没有宽松的size ？”', '许意浓：“王经理，你什么意思？”', '王骁歧倚靠在门框，像多年前一样慵懒，“你说呢？”', '许意浓不以为意反嘲，“王经理你作为乙方，这么跟甲方爸爸说话合适吗？”', '“那甲方爸爸，你觉得我什么身份合适？”王骁歧笑笑，一如既往地邪气，“前男友？”', '“……”', '一句话文案：他张扬，娇纵，轻狂，傲慢，却是我愿用一生去仰望的不羁少年。', '校园到职场，初恋再相遇，渣锅钟爱的破镜重圆。']",婚恋 职场 业界精英 甜文,主角：纪昱恒、涂筱柠 ┃ 配角：凌惟依，饶静，赵方刚，陆思靖 ┃ 其它：甜到上头甜到酣,职场夫妻，先婚后爱
王府宠妾,假面的盛宴,http://www.jjwxc.net/onebook.php?novelid=3132729,原创-言情-架空历史-爱情,女主,正剧,完结强推,完结,924082字,"['新文《望春山》已开，来约。', '上辈子瑶娘身为晋王的宠妾，还未受到几天宠爱，便一命归了西。', '重活一世，她决定保全小命，做好自己的差事，再也不妄图攀龙附凤了。却万万没想到上辈子那个对她只做不说的冷面晋王竟然自己凑了上来。', '世人都晓晋安帝有一宠妾，早在潜邸之时便荣宠有加，之后宠冠后宫。对这宠妾，民间乡野传闻众多，唯一让人众所周知的便是这妾在没进王府之前是个寡妇，据说还带了个儿子。', '晋安帝内政修明，励精图治，乃是一代明君，惟独在这宠妾身上频频昏头，让世人颇多指摘。而其做的最荒唐的一件事便是，将那宠妾前头的儿子认在自己名下。', '对此，晋安帝出来辟谣：“是亲生的。”', '特别感谢画手太太@木子畫之绘制的封面', '阅读指南：', '①别问作者是不是双处，看下去你就知道了。惊喜总是藏在不经意之间。', '②架空免考据，日更。', '③微薄：@作者假面的盛宴', '④', '完结文都在专栏里，求收藏', '面面的完结文推荐：', '嫁个金龟婿', '家养小首辅', '毒妇不从良', '炮灰通房要逆袭', '农夫家的小娇娘', '戏子奋斗日常', '悍妃在上', '名门闺秀与农夫', '面面的微薄，如更新有了变故，会在这里通知哒→']",前世今生 种田文 重生 甜文,主角：瑶娘、晋王 ┃ 配角：晋王妃、胡侧妃、苏慧娘、姚成等 ┃ 其它：甜宠、逆袭、重生、种田,霸道王爷爱上我，小蝌蚪找爸爸。
人不可貌相,月下蝶影,http://www.jjwxc.net/onebook.php?novelid=3109031,原创-言情-近代现代-爱情,女主,轻松,原创言情,完结,386311字,"['《人不可貌相》实体书已经开始预售，购买地址请见【晋江月下蝶影】的微博。', '颜溪天生长着一张苦情剧女主特有的脸，就连小区后门摆摊算命的老头看到她，都要摇头叹息加感慨，这女娃长得一脸苦相，命运多舛，可惜可惜。', '颜溪：……', '俗话说，人不可貌相，海水不可斗量。', '颜溪觉得，虽然她有一张苦情女主的脸，但是她有一颗喜剧女主的心啊。', 'PS感谢李畫之友情提供封面。']",情有独钟 天作之合 励志人生 甜文,主角：颜溪 ┃ 配角：原弈，宋海，陶茹， ┃ 其它：,不要看脸，脸会骗人
修真界禁止物种歧视,暮沉霜,http://www.jjwxc.net/onebook.php?novelid=5128614,原创-言情-架空历史-仙侠,女主,轻松,古代的之 小鱼,完结,862617字,"['“变成拥有毛绒尾巴的半妖是什么体验？”', '“你看这漫天飞舞的雪花，浪漫吗？好看吗？那都是我掉的毛。”', '*', '穿成一个位于物种歧视链底层的半妖，俞幼悠一开始以为自己要经历人族和妖族间的艰难抉择，参与两族的斗争厮杀，最后一统修真界——', '结果都没有。', '在这个过于沙雕的修真界，她只见识到了沙雕这个物种的多样性。', '比如热心提议她把尾巴盘腰上的天才丹修，比如为了骗吃骗喝不惜装猫的神兽，再比如执着于给幼崽舔毛的妖皇……', '算了，这倒霉修真界谁爱执掌谁去吧。', 'ps：作者不会写文案，正文精彩与否可在评论区询问其他读者。评论请随意，看文嘛开心就完事了。', '主大女主沙雕热血升级，感情戏很少，cp是大尾巴X秃尾巴，两只毛绒绒。', '（下一本预收求点进专栏收藏）↓', '《飞升到了魔法界》', '作为天剑门最强的太上长老，黎露晞飞升那日引来的雷劫声势前所未有的大。', '大到什么地步？', '这道雷劫真做到了一人得道全家升天，它把整个天剑门连人带山都劈到了异界！', '一睁眼，上至沉迷写龙傲天话本的掌门，下至精通搓麻将的扫地大爷，大家都傻眼了。', '为什么山门下排了一溜妖怪，他们还说要参加什么魔法师入学考试，想要拜入山门学习法术？', '黎露晞拍桌而起:“收！我们要在异界普及修真素质教育！”', '＊', '大陆最有名的魔法学院终于又开始招生。', '龙族的继承人，狮族的小公爵，人鱼族的王子，都奔赴而来，紧张且期待地站在那座奇怪的山门下，等着魔法师骑着扫把来接他们。', '然后，他们就看见一个老头提着扫把慢悠悠走下来，尖叫后反手拔出一剑——', '他踩着一把剑，上天了。', '众人:！！！原来现在的魔法师都要魔武双修了吗！']",仙侠修真 女强 穿书 爽文,主角：俞幼悠 ┃ 配角：专栏完结文《剑宗师妹她手握魔杖》 ┃ 其它：下一本开专栏预收《飞升到了魔法界》,成为半妖的我不做人了！
一见到你呀,栖见,http://www.jjwxc.net/onebook.php?novelid=1741205,原创-言情-近代现代-爱情,女主,正剧,完结了好开心之 假正经,完结,251449字,"['【实体书已出版，淘宝等平台均有销售ww微博@栖见吗】', '1.', '向歌当年追周行衍时，曾绞尽脑汁。', '快追到手的时候，她拍屁股走人了。', '时隔多年，两个人久别重逢。', '苍天饶过谁，周行衍把她忘了。', '2.', '向歌爱吃垃圾食品，周行衍作为一个养生派自然向来是不让她吃的。', '终于某天晚上，两人因为炸鸡外卖发生了一次争吵。', '周行衍长睫敛着，语气微沉：“你要是想气死我，你就点。”', '向歌闻言面上一喜，毫不犹豫直接就掏出手机来，打开APP迅速下单。', '“叮铃”一声轻脆声响回荡在客厅里，支付完毕。', '周行衍：“……”', '*', '嚣张骨妖艳贱货x假正经高岭之花', '本文tag——', '#十八线小模特逆袭之路##医生大大你如此欺骗我感情为哪般##不是不报时候未到##那些年你造过的孽将来都是要还的##我就承认了我争宠争不过炸鸡好吧#', '“一见到你呀。”', '——我就想托马斯全旋侧身旋转三周半接720度转体后空翻劈着叉跟你接个吻。']",都市情缘 业界精英,主角：向歌，周行衍 ┃ 配角： ┃ 其它：,开始你的表演。
同时攻略三个神明,秋水麋鹿,http://www.jjwxc.net/onebook.php?novelid=4960220,原创-言情-架空历史-奇幻,女主,轻松,成年大肥鹿（可食用）,完结,647662字,"['隔壁接档文《纸片人都对我意图不轨》', '【连载期多次修文，完整精修版只在晋江~】', '------------------------------------------', '系统：“请将光明神拖下神座、让黑暗神改邪归正、让海神感情专一。”', '南希：“啊，快穿啊，我可以。”', '系统沉默了一下，“不是，是同一个世界，同时攻略。”', '于是......', '南希：“要放飞自己，要奔放，要豪放。”', '光明神勾勾唇角：“放飞就是可以对你做任何事对吗？”', '南希：“……”', '南希：“要爱护小动物，不要踩花花草草，做一个对社会有用的人才哦。”', '黑暗神用藏在背后的手拧断兔子脑袋，乖巧地点点头，“嗯，一会儿给你做麻辣兔头吃。”', '南希：“要专一，要自律，只做我一个人的神明。”', '海神解散了鱼塘，笑得温柔又凉薄，“如果我发现你藏着野神明，我一定不会手下留情。”', '任务完成后她回到了原世界，世间出现了三位堕神，从此再无光明。祂们掀起腥风血海，带着对万物的恨意，嗜血残忍为她发了疯。', '正在潇洒的南希又被召回，在她面前，三位堕神无比冷漠地凝视她……', '#发生什么事了？', '#成功感化的三个小天使哪去了', '食用指南：', '1；女主万人迷演技在线时间管理大师', '2：攻略目标（原则性极强禁欲清冷的光明神、嗜血腹黑占有欲强烈的黑暗神、又撩又宠又野的一批的海神）', '3:1v1', '4：作者喜欢修文，盗文剧情和正版有出入，看盗文就会看不懂错失剧情。', '5：排雷，海王文，又渣又浪，不能接受千万别看！作者女主控，看不得女主受一点委屈。所以男主都非常宠。', '6：海神他养鱼，是真养鱼，吃的那种。', '---------------------------------------', '隔壁接档文《纸片人都对我意图不轨》正在连载~喜欢请收藏', '阿璃下了个养成男友的app。捏了几个绝世神颜的纸片人。下一秒，她穿越到人妖共存的大唐朝。到了这里才发现，高岭之花的仙门之首是她捏的，沉郁腹黑的幽都之主是她捏的，毁天灭地的妖族大反派还是她捏的。他们都在疯狂寻找那个“遗弃”他们的未婚妻。', '谢谢，你们太热情了，阿璃隐姓埋名躲起来。', '但她身上带着一股桃子香，只要碰到水就会被纸片人闻到。', '千防万防，防不住老天下雨、草地有露珠、受伤以后“好心人”拿酒给她消毒。', '香气引来了原本就觊觎她的纸片人。', '于是……', '三百年不找道侣的仙门之首宣布自己有道侣啦。', '几百万年的黄金单身汉幽都之主宣布自己有道侣啦。', '上古大神宣布自己有道侣啦。', '妖域少主宣布自己有道侣啦。', '就连毁天灭地的大反派也宣布自己有道侣啦。', '就在大唐人妖鬼三界都在猜测这五个道侣都是什么奇女子？', '阿璃却在连夜扩鱼塘，鱼塘里的鱼已经装不下了。', '#你的网漏了，能不能补一下，我快被别的鱼挤出来了。', '食用指南：', '1非切片精分，有男主，1v1', '2女主为了回家，在线飙戏忽悠十级。', '----------------------------------------------------', '完结文：', '《少年阴阳师》日式轻小说，和少年安倍晴明的冒险', '《来自偏执神明的宠爱》西幻，神明与少女', '《带着系统去春秋建城》基建，墨家钜子与少女的故事', '《世子的娇娇宠》古穿，我与你做同一个梦', '《女主自带锦鲤光环》快穿，愿每个人从此都很幸运']",穿越时空 系统 甜文 西幻,主角：南希 ┃ 配角：接档文《纸片人都对我意图不轨》求收藏 ┃ 其它：,光明神、黑暗神、海神
福宝的七十年代,女王不在家,http://www.jjwxc.net/onebook.php?novelid=2799243,原创-言情-近代现代-爱情,女主,正剧,我最爱的年代文之 那个年代,完结,908118字,"['【本文文案】', '聂老三家得了一对龙凤胎后，不想养福宝了，他们说福宝天生带衰。', '生产大队里没人要她，顾家抓阄抓中了那个“福”字，不得已收养了福宝。', '聂老三媳妇掐着腰骂：谁爱养谁养，谁养谁倒了八辈子楣！', '聂老三闺女生银暗暗地想：这辈子，把你赶走，你曾经在聂家享受过的一切，都属于我。', '可是他们谁也没想到，自从福宝到了顾家，顾家一切顺风顺水，好运连连，成为了平溪生产大队富得流油的一家子，福宝也被顾家宠上天。', '聂老三闺女生银等得眼都红了，也没等来聂家上辈子命中该有的好日子。', '而聂老三媳妇抱着自己龙凤胎日渐虚弱的身子，终于慌了神……', '女配穿书+重生，女主不穿不重生但就是超级好运自动搞定一切，任凭你诡计三千，我自天然呆巍然不动，气死你没商量。', '——小广告在线疯狂ing——', '1)甜美完结文躺在专栏等着你：', '再入侯门/半路杀出个侯夫人/将军家的小娇娘/皇家小娇娘', '福宝的七十年代/蜜芽的七十年代/甜妻的七十年代', '/五个大佬跪在我面前叫妈', '2)点进专栏蹭蹭好运气顺便收藏吧——>右上角，专栏，收藏。']",甜文 穿书 爽文 年代文,主角：福宝，萧定坤（这是男主） ┃ 配角：已开新文《霸总他妈还是奶娃娃》 ┃ 其它：,呆萌锦鲤小福星甜滋滋的舒坦日子
怨气撞铃,尾鱼,http://www.jjwxc.net/onebook.php?novelid=1361427,原创-言情-近代现代-惊悚,女主,正剧,奇情悬疑之 旅途,完结,797922字,"['怨气撞铃', '一串只能被死人怨气撞响的风铃', '一段永远看不到终点的漂泊旅途', '本文通知', '*之前修过一次文，但因为V章不能更改字数，所以发在作者有话说里。最近很多人私我说这样重复影响观感，所以趁着有空一次性删掉了，保留最朴实的原版吧……', '其它文，欢迎戳', '新文戳']",恐怖 江湖恩怨 三教九流 异能,主角：季棠棠，岳峰 ┃ 配角：神棍，毛哥，叶连成，秦苗，其它待设定的一干人 ┃ 其它：在路上,这串风铃，只能被死人的怨气撞响
快穿之教你做人,南岛樱桃,http://www.jjwxc.net/onebook.php?novelid=2713183,原创-言情-近代现代-爱情,女主,轻松,连载中,完结,1733164字,"['【穿越各个世界，教极品们做人。】', '备注：', '1.苏爽文。', '2.男主始终是一个人，没切片，没失忆，没人格分裂。', '3.恳请不要在文下diss其他作者或作品，谢绝扒榜考据。']",打脸 快穿 爽文,主角：郁夏 ┃ 配角： ┃ 其它：,苏爽快穿
我有一个祸水群,南岛樱桃,http://www.jjwxc.net/onebook.php?novelid=2147687,原创-言情-架空历史-剧情,女主,轻松,连载中,完结,1202496字,"['冯念跟康王世子情投意合好几年，只差临门一脚，结果情郎上门求了她妹。', '悲痛之下，冯念毅然进宫。', '初选这天，女主标配金手指上线了。', '*', '【叮咚！红颜祸水群启动，信息加载中……】', '【苏妲己加入群聊】', '【赵飞燕加入群聊】', '【杨玉环加入群聊】', '……', '备注：', '1.工具人皇帝，女主对他莫得感情。', '2.架空背景，随手捏的混搭设定，不是传统宫斗，脑洞巨大，金手指巨粗，骚操作巨多，只要不踩红线的什么剧情作者都敢写，后面的发展你想不到。总之沙雕苏文一篇，喜欢常规走向的读者慎重入坑。', '3.这文后宫位分从高到低是：皇后、皇贵妃、贵妃、妃、嫔、昭仪、婕妤、美人、才人、贵人、选侍。', '4.一月十九v，设了官方防盗。', '5.爱我请别在其他文下提我。', '6.祝大家平安快乐。']",穿越时空 宫斗 系统 爽文,主角：冯念 ┃ 配角： ┃ 其它：轻度沙雕（大概）、红包群,妲己加入群聊
与天同兽,雾矢翊,http://www.jjwxc.net/onebook.php?novelid=2680387,原创-言情-架空历史-爱情,女主,轻松,已更新完之 中二神兽VS自强女,完结,2784525字,"['预收《和堕落之主谈恋爱》，欢迎收藏：）', '重生后，该做些什么？', '自然是弥补遗憾，彻底地远离某个不可言说的人。', '从卑微走向强大，这个世界再也没有什么可以阻碍她成神。', '可是，当发现不小心捡到一只神兽，随着神兽的成长化形，当看清楚神兽的人形模样，她心里瞬间被卧槽刷满屏。', '说好的神兽呢？为毛神兽变成了那个传说中不可言说的人？', '两世都栽在一只兽手上，楚灼表示真是哔了狗了！', '楚灼：那只蛇精病的神兽每天都想和她生小神兽怎么办？在线等，挺急的！', '某兽：（⊙ω⊙）喵~', 'PS：不是传统的玄幻文，而是一生放荡不羁的中二男主只想每天和女主秀恩爱的虐狗甜文！', 'PSS：男主前期一直是只萌兽，后期才化形。', '排雷事项：', '【1、玄幻大长篇，啰嗦、慢热、叽叽歪歪，慎入。', '【2、外表白莲花内在真汉子女主VS恶意卖萌的中二男主。', '【3、雷苏爽甜文，不考据，相关设定都是胡掰的，就图个乐。', '【4、众口难调是常事，大家文明看文，实在是不喜就弃文吧^—^', '【玄幻系列文】', '逆转仙途姐妹篇：《撩神[快穿]》', '妖魔鬼怪系列之魔星：《为你着魔》', '妖魔鬼怪系列之妖蛊：《掌中妖夫》', '长篇修仙小说：《重生之逆转仙途》', '西幻穿书纯爱：《[穿书]黑化圣骑士》', '微博：晋江雾矢翊。']",灵异神怪 重生 甜文,主角：楚灼、封炤（封怂怂） ┃ 配角：《夫君是未来大魔王怎么办》已完结 ┃ 其它：异世大陆，重生,与神兽的秀恩爱日常！
水与火（原名服不服）,红九,http://www.jjwxc.net/onebook.php?novelid=3385386,原创-言情-近代现代-爱情,女主,轻松,最新完结之 投行故事,完结,860208字,"['2018.12首发，2019.05完结。2020.11.23全文精修完毕（盗文网有情节错漏和错字病句）', '【一】', '楚千淼上学时一个冲动给任炎写过情书，但被他给拒绝了。', '后来工作中两个人重逢。', '楚千淼：要不，我想再试试。', '任炎：不，你不想。', '后来她就真的再也不想这个事，毕竟天下帅爷们那么多。', '可是这个任炎他怎么回事？嘴上说不要身体却整天围着她转是几个意思？', '【二】', '一开始楚千淼对任炎心里窜着小火苗，她对他特别友爱客气。后来……【此处省略八百字爱恨情仇】', '后来，小火苗灭了。再一起做项目的时候，楚千淼也不忍着了，经常……怼他。', '有次任炎气得把楚千淼直接堵在办公位上。', '他两手插着裤子口袋，用下巴点着她，问：你现在变得很不服我是吗？再这么七个不服八个不忿的我可收拾你了。', '楚千淼不以为意：我身上带三千个水，你才带两个火，我能灭了你一千五百次不嫌多。', '任炎蓦地低头凑近她：你打算怎么灭？', '——', '彩虹屁十级的漂亮小姐姐楚千淼VS狂拽酷霸冷.口嫌体直.真香.任炎', '一个有意思的投行故事~', '*投行文，涉及IPO、增发、并购重组、融资等等（都能看懂很有意思哒）', '*小说纯属虚构，专业部分参考调研报告、业务书籍和百度等等，文中人物、公司名称等也均为虚构，均与现实没有一分钱关系，不存在任何暗示、意指以及影射。请勿代入现实人物与公司，以免误伤，谢谢大家么么哒~', '*谢绝扒榜~', '*日更，有事会请假～更新时间大约在23：00-0：00之间更新，早睡不要等，睡醒再看么么哒~']",都市情缘 情有独钟 励志人生 甜文,主角：楚千淼，任炎 ┃ 配角： ┃ 其它：红九作品,水与火的交锋
